time_s,current_A,voltage_V,temp_C,cycle_num
0.0,-0.0014962307447162302,4.187447226312926,24.56596639952811,50
16.766,-0.0004126661207127527,4.186977887638795,24.566584675679227,50
35.672,-2.011709232357239,3.9873262135928367,24.628565381274814,50
53.891,-2.0095818353978783,3.9661888515374257,24.786204819348022,50
72.06299999999999,-2.011533426518758,3.950701892626995,24.96482607506146,50
90.25,-2.010411525829757,3.9378079649911784,25.15421478170677,50
108.43799999999999,-2.011616242671549,3.926591500686217,25.337335520601666,50
126.578,-2.0122016675143204,3.916935521653322,25.509787872033066,50
144.703,-2.014126455740947,3.9082057232760024,25.697234028821704,50
162.938,-2.0108853456778903,3.9003315761074275,25.87776474395222,50
181.172,-2.012511521207376,3.8924676606994484,26.05459781514473,50
199.344,-2.016414180172761,3.8855908005647777,26.23939432343115,50
217.53199999999998,-2.01012901858083,3.8786453695463394,26.412990772284687,50
235.719,-2.0115005170082103,3.8721070473948034,26.58222875765316,50
253.90699999999998,-2.0119891435746284,3.8661420344030795,26.746610010428718,50
272.063,-2.013437849867875,3.8600121279626567,26.912423628109398,50
290.235,-2.0098765542203143,3.8542199652262363,27.07709501287825,50
308.422,-2.0119028540457844,3.8486098557302064,27.23594258071708,50
326.641,-2.011804183827578,3.8429423379197485,27.381366596140722,50
344.766,-2.0115315286169904,3.8380609879721703,27.532260089009597,50
363.0,-2.0139820613983677,3.833004905200419,27.685600520829727,50
381.203,-2.0130507835267752,3.827907746473834,27.840646897938637,50
399.407,-2.010138617614213,3.82274387971053,27.991698363175797,50
417.719,-2.0120493490853106,3.8178640465870415,28.149815830353855,50
435.969,-2.0138795733421166,3.812833893121739,28.292730811546008,50
454.11,-2.0121563325591794,3.8076715763940903,28.43521123835447,50
472.266,-2.0121782473688765,3.8022796700555936,28.576695089088005,50
490.688,-2.012667302306104,3.7973023003654256,28.70574935758722,50
508.782,-2.0121106308218275,3.7922119539970764,28.84444578292165,50
527.047,-2.0106794058111728,3.7871444647006607,28.96503114680931,50
545.157,-2.0126089931845486,3.7819747951535896,29.083280279812513,50
563.391,-2.011464081880118,3.7769339083551148,29.204043184601943,50
581.813,-2.010034132050049,3.771993461479877,29.321874733518204,50
600.032,-2.0120385357224646,3.767171411403052,29.40813270412442,50
618.235,-2.011334182464842,3.7626776054402025,29.497038823709175,50
636.453,-2.0126197904256506,3.758022599208562,29.60304194503875,50
654.719,-2.0107874728072495,3.753610468145383,29.671401642734786,50
673.0,-2.013381809877056,3.7493690669788187,29.727681846339784,50
691.282,-2.0119199794184817,3.744988395813537,29.794396472358674,50
709.469,-2.011744370128056,3.7408143804469987,29.8573718111737,50
727.844,-2.013371675747769,3.7364772993884805,29.898155963644495,50
746.188,-2.0116868910505614,3.7326000304140576,29.941173735596713,50
764.625,-2.0116037411795697,3.7283172440269063,29.97595254155332,50
782.782,-2.0118471025414384,3.724373853684016,30.017457206595353,50
801.0,-2.014572752820647,3.7205034549862526,30.056438479238555,50
819.313,-2.012523124698935,3.7165300675594213,30.0802740295963,50
837.657,-2.0119827867703113,3.7124416664151005,30.116678813732516,50
855.922,-2.0126654133961166,3.708464529818436,30.14933118381418,50
874.266,-2.0104812326506614,3.7043240726046136,30.190396608475528,50
892.61,-2.013738914540143,3.700554780550062,30.220973584922852,50
910.985,-2.012758608703681,3.6966481215352136,30.260131743883438,50
929.328,-2.014186184841547,3.6926817818230995,30.2973707743724,50
947.719,-2.0091733115678054,3.6885664819607387,30.34198267590895,50
966.063,-2.01497521296133,3.6849029615385502,30.37647410788727,50
984.36,-2.013983046569741,3.680970157159086,30.422977256816743,50
1002.703,-2.0135750010934803,3.6773605339954125,30.467123810087326,50
1021.047,-2.0132016102977826,3.673508123492283,30.508654231420724,50
1039.391,-2.00993311659156,3.6697972280724276,30.55739387459597,50
1057.703,-2.0114180664358723,3.6662754213251927,30.606152734237874,50
1076.032,-2.011662329252604,3.6624661087097596,30.65003432565241,50
1094.407,-2.0140164913794103,3.6589501663690807,30.719663496157303,50
1112.797,-2.012334935975224,3.655253638982337,30.75290640389458,50
1131.203,-2.011309097202086,3.6515384241581517,30.809691554861732,50
1149.594,-2.0110811731373217,3.6479256301865175,30.874999529886377,50
1168.063,-2.0149079569085564,3.6445210392545513,30.91723328388481,50
1186.485,-2.0099690736891853,3.640921607801303,30.97605898573575,50
1204.907,-2.016760348146938,3.637489249057769,31.017552759981733,50
1223.328,-2.0104653789249536,3.6342255117079247,31.086263159190498,50
1241.813,-2.0114790030047285,3.630636055616006,31.14486684017147,50
1260.266,-2.0125324845297046,3.627230701017538,31.189084527974767,50
1278.75,-2.0134573816899697,3.623827996678166,31.25549010516001,50
1297.141,-2.010232503496301,3.6206332845716607,31.316213667212548,50
1315.625,-2.0112156829028516,3.6173673733094804,31.37533426965853,50
1334.063,-2.0125869640294014,3.614017656195301,31.419376306064844,50
1352.625,-2.0130781790226897,3.6106459714684456,31.471578284264414,50
1371.11,-2.0141764497280104,3.60729273919893,31.529409273986868,50
1389.532,-2.0135722621273215,3.6040186697912993,31.577636408400476,50
1408.078,-2.0097919824519086,3.6008623637104686,31.624847001098086,50
1426.516,-2.0122467177671455,3.5979096232925984,31.67256472161493,50
1445.141,-2.013694979404902,3.594765784949175,31.722639694580216,50
