time_s,current_A,voltage_V,temp_C,cycle_num
0.0,-0.0015236194927525008,4.197739340034368,24.228213693022468,340
9.311999999999998,-0.007283407177843898,4.197329777546479,24.23465786800744,340
19.483999999999995,-2.0115004406530708,3.992929793750606,24.248839650394565,340
28.843999999999998,-2.0141908891876286,3.973877161869215,24.323696056105792,340
38.203,-2.0103753094451933,3.959268585319212,24.40590012723036,340
47.641,-2.014865684576633,3.9466896187444207,24.500062010839617,340
57.031,-2.012838928951196,3.935909633595688,24.613155709429297,340
66.375,-2.0109001766413757,3.9256736329338096,24.72181814177508,340
75.734,-2.0090886729995994,3.916816809404166,24.832850952361497,340
85.109,-2.0107423117091616,3.908849404772609,24.94026267010685,340
94.437,-2.010263463167924,3.901255364433206,25.05337018189953,340
103.828,-2.013054768501864,3.8943525589778556,25.151887062641393,340
113.172,-2.015040997732045,3.887834658226616,25.271908908995126,340
122.531,-2.011003783331625,3.8815695460955584,25.39131443778814,340
131.922,-2.011361716620186,3.8758448217251082,25.50068729724174,340
141.281,-2.0120636886031678,3.870429815283494,25.60694636501513,340
150.656,-2.012754453245269,3.8651890118118057,25.715060034206935,340
160.0,-2.0128822997394864,3.8602646468522455,25.82484710050227,340
169.344,-2.015109048733507,3.8554345295682944,25.926350333978164,340
178.734,-2.0137089187152877,3.8509119426729197,26.03803769440699,340
188.094,-2.0124561506175906,3.846704113701392,26.145906180215707,340
197.469,-2.013997678354819,3.842556788915034,26.257454219806984,340
206.844,-2.014273828021698,3.8385935538563736,26.360700040812524,340
216.234,-2.0154025353493736,3.8346358345826776,26.471829512989896,340
225.625,-2.011490526121723,3.8311374334595256,26.582531369770898,340
234.984,-2.0114751471475896,3.8276294336301055,26.697604529042618,340
244.344,-2.010755449642335,3.8239276424478663,26.791425888176,340
253.703,-2.014792677868998,3.8206702415556273,26.895943846092187,340
263.078,-2.013691979078209,3.8174218064622707,27.00660004601821,340
272.406,-2.013380755506528,3.814174504036572,27.11210896316288,340
281.828,-2.010452621512277,3.8108989041371353,27.214976987281915,340
291.172,-2.01461380234677,3.8074331976550493,27.30394065881634,340
300.5,-2.0141330231125227,3.804278883018363,27.407180629449112,340
309.922,-2.013023801361061,3.8011728497677266,27.513462519632597,340
319.312,-2.012175640662093,3.798042373652317,27.611920549876963,340
328.672,-2.0103422709550927,3.7946062696300276,27.715301572639106,340
338.062,-2.012089498924594,3.791440575793136,27.805149320475568,340
347.469,-2.0159888381075586,3.788346926498465,27.900583760195687,340
356.875,-2.0123469047017406,3.784771976237163,28.016110122379906,340
366.297,-2.0125017610386853,3.7815452895747113,28.106658185860216,340
375.687,-2.0135880515343847,3.7781131138631294,28.20577430498629,340
385.047,-2.0135514267288546,3.7748285580306242,28.29449673890262,340
394.406,-2.0131527061438326,3.7713965530693705,28.401512529293775,340
403.719,-2.0124157689915694,3.767715297293685,28.4842817347386,340
413.078,-2.0118225433939196,3.764291906275327,28.57431387197783,340
422.516,-2.0132946298418495,3.7609337250387447,28.67297359817049,340
431.859,-2.013564249023355,3.75731667873664,28.754447689697855,340
441.281,-2.0122989912988225,3.753830990161142,28.843123578586866,340
450.625,-2.008888247507572,3.7503363660148477,28.94047832775524,340
460.0,-2.0133702442820307,3.7468615583085136,29.015323447348496,340
469.312,-2.0138370319277272,3.7434655796454965,29.084282773386285,340
